"200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","297","298","299","300","301","302","303","304","305","306","307","308","309","310","311","312","313","314","315","316","317","318","319","320","321","322","323","324","325","326","327","328","329","330","331","332","333","334","335","336","337","338","339","340","341","342","343","344","345","346","347","348","349","350","351","352","353","354","355","356","357","358","359","360","361","362","363","364","365","366","367","368","369","370","371","372","373","374","375","376","377","378","379","380","381","382","383","384","385","386","387","388","389","390","391","392","393","394","395","396","397","398","399","400","id"
-0.00152375,-0.0016135,-0.00156625,-0.001576,-0.00154875,-0.00151375,-0.0015385,-0.00146675,-0.00141175,-0.0013915,-0.001377,-0.00149625,-0.001616,-0.00164975,-0.00163275,-0.00158525,-0.00146075,-0.00134275,-0.00128475,-0.00121425,-0.00116,-0.0011945,-0.001196,-0.00120375,-0.00126375,-0.00122225,-0.001143,-0.0011125,-0.001037,-0.00101675,-0.00103075,-0.00101375,-0.00102875,-0.0010285,-0.0010315,-0.00103975,-0.00105025,-0.00107825,-0.001064,-0.00110525,-0.00112825,-0.0011435,-0.00115825,-0.00113125,-0.00111,-0.00107,-0.00107175,-0.0010235,-0.0009695,-0.0009465,-0.0009,-0.0008865,-0.000918,-0.0008975,-0.000841,-0.000802,-0.000744,-0.00073625,-0.000746,-0.000738,-0.0007505,-0.000701,-0.000681,-0.0006685,-0.0006075,-0.00060375,-0.00059525,-0.00055825,-0.0005455,-0.000564,-0.000557,-0.0005685,-0.000583,-0.00052625,-0.0005045,-0.0005115,-0.00049775,-0.00056125,-0.000564,-0.000551,-0.0005415,-0.00051525,-0.00049225,-0.0004465,-0.0004035,-0.00036025,-0.000372,-0.0003735,-0.000376,-0.000364,-0.0003125,-0.0002735,-0.00025575,-0.00022975,-0.00025,-0.0002655,-0.00026425,-0.0002655,-0.00026,-0.0002625,-0.00025825,-0.0002655,-0.00026,-0.00024425,-0.0002505,-0.00025325,-0.0002595,-0.0002655,-0.000266,-0.0002525,-0.00025125,-0.000254,-0.0002345,-0.00023825,-0.00021275,-0.00021975,-0.00025175,-0.00028,-0.000294,-0.00027975,-0.00026525,-0.00024,-0.0002515,-0.00026725,-0.00027375,-0.00027975,-0.000287,-0.0002485,-0.00024125,-0.000237,-0.00022675,-0.00027175,-0.0002845,-0.00028425,-0.00028175,-0.000252,-0.00024875,-0.000258,-0.0002625,-0.000296,-0.0002765,-0.00027025,-0.000278,-0.00027025,-0.00029325,-0.000297,-0.00029075,-0.00030575,-0.00032625,-0.000345,-0.00036375,-0.00034825,-0.0003365,-0.0003265,-0.000318,-0.0003335,-0.000325,-0.00031225,-0.000314,-0.000285,-0.0002725,-0.000278,-0.00025275,-0.00024375,-0.00024225,-0.000238,-0.00022975,-0.00024125,-0.00024225,-0.00024975,-0.0002485,-0.00026725,-0.00027925,-0.00025075,-0.0002735,-0.000276,-0.00024725,-0.00025575,-0.0002,-0.000146,-0.0001235,-0.000128,-0.00017675,-0.0001685,-0.000136,-0.00007075,-0.00002975,-0.000037,-0.00006725,-0.000097,-0.00009875,-0.00008775,-0.0001,-0.000109,-0.0001195,-0.00013175,-0.00009475,-0.00008175,-0.000061,-0.0000585,-0.00008275,1
-0.00221875,-0.00232775,-0.0023,-0.002286,-0.00224925,-0.00220425,-0.002204,-0.0021265,-0.002056,-0.0020325,-0.002025,-0.0021375,-0.002261,-0.002275,-0.0022375,-0.00217825,-0.00205225,-0.0019265,-0.0018545,-0.001769,-0.001697,-0.001709,-0.001694,-0.0016725,-0.00169725,-0.00164625,-0.0015685,-0.00154425,-0.001477,-0.00145275,-0.0014565,-0.00143175,-0.00144825,-0.00145025,-0.0014575,-0.00147625,-0.00149125,-0.00152675,-0.00152775,-0.00157075,-0.00159525,-0.0016125,-0.0016145,-0.00158775,-0.0015675,-0.0015235,-0.00152,-0.00146825,-0.00141375,-0.00138725,-0.001343,-0.0013115,-0.00131775,-0.00127175,-0.0011985,-0.00115075,-0.0010855,-0.001074,-0.0010605,-0.0010395,-0.00104475,-0.00098575,-0.000964,-0.00094,-0.00086775,-0.00085675,-0.00084675,-0.00081025,-0.0007955,-0.000807,-0.0007885,-0.00079025,-0.00079875,-0.00074675,-0.0007275,-0.000738,-0.0007285,-0.000786,-0.000786,-0.00077325,-0.00075375,-0.00071975,-0.000689,-0.00063025,-0.00058275,-0.0005395,-0.000554,-0.00054875,-0.00054125,-0.00051475,-0.00044775,-0.0003955,-0.00036775,-0.0003405,-0.00035075,-0.00036625,-0.0003645,-0.00036325,-0.0003625,-0.000367,-0.00036625,-0.00037325,-0.00036425,-0.000348,-0.00034825,-0.00035075,-0.00035875,-0.00036575,-0.0003705,-0.0003545,-0.000352,-0.000351,-0.0003255,-0.0003325,-0.00031275,-0.00032475,-0.00035925,-0.00038825,-0.00039625,-0.00037525,-0.00036,-0.0003315,-0.00034475,-0.00036475,-0.00037125,-0.000377,-0.000381,-0.00034175,-0.00034225,-0.00034125,-0.000337,-0.00038925,-0.00040225,-0.000404,-0.00040425,-0.00037125,-0.0003685,-0.000378,-0.000384,-0.0004165,-0.00040125,-0.000397,-0.00039925,-0.000394,-0.0004155,-0.00042175,-0.00042175,-0.00043775,-0.00045775,-0.0004775,-0.0004985,-0.00048275,-0.0004725,-0.00046125,-0.0004535,-0.000472,-0.0004625,-0.000452,-0.00045425,-0.0004245,-0.00041425,-0.0004175,-0.0003865,-0.0003735,-0.00036675,-0.000362,-0.0003575,-0.0003725,-0.0003765,-0.00038125,-0.00037675,-0.0003935,-0.0004,-0.000367,-0.00037925,-0.000376,-0.00034025,-0.00034875,-0.0002895,-0.0002245,-0.0001935,-0.00018325,-0.000229,-0.00022175,-0.00018825,-0.00011975,-0.0000705,-0.00007375,-0.00010775,-0.000149,-0.0001545,-0.0001455,-0.00015325,-0.000148,-0.0001535,-0.0001575,-0.00011525,-0.00010375,-0.00008225,-0.00007825,-0.00010025,2
-0.00281275,-0.00291825,-0.0028655,-0.00284275,-0.002807,-0.0027585,-0.00277,-0.00270575,-0.00262775,-0.002607,-0.00260375,-0.00272625,-0.00287325,-0.00288275,-0.0028295,-0.002746,-0.002593,-0.00245725,-0.0023675,-0.00225325,-0.002158,-0.0021515,-0.00212075,-0.00209425,-0.0021025,-0.00203725,-0.0019405,-0.00191775,-0.00185625,-0.00183175,-0.0018465,-0.00182875,-0.00185075,-0.00186525,-0.0018785,-0.001891,-0.00191025,-0.0019485,-0.00195125,-0.00200075,-0.00202675,-0.0020505,-0.0020555,-0.00203325,-0.0020145,-0.00196925,-0.0019685,-0.001916,-0.0018535,-0.0018185,-0.0017625,-0.00171825,-0.0017075,-0.00163975,-0.00154525,-0.00147775,-0.00139725,-0.00137775,-0.0013635,-0.001334,-0.00132825,-0.0012565,-0.001221,-0.00118675,-0.00111525,-0.00109875,-0.0010825,-0.00104075,-0.001021,-0.00102975,-0.0010075,-0.00100275,-0.0010075,-0.000951,-0.00093225,-0.00094825,-0.000927,-0.000978,-0.00097525,-0.0009535,-0.00093575,-0.000899,-0.0008605,-0.00079675,-0.000749,-0.0007015,-0.000702,-0.00069,-0.00067025,-0.00063925,-0.000575,-0.0005225,-0.00049125,-0.000456,-0.00045875,-0.000469,-0.00046525,-0.00045975,-0.00046,-0.000464,-0.00046425,-0.00047425,-0.0004665,-0.00044875,-0.0004455,-0.00044725,-0.00045525,-0.00046075,-0.00046425,-0.000445,-0.00043875,-0.0004375,-0.00041575,-0.00042725,-0.00041,-0.00042625,-0.00046325,-0.00049275,-0.00050275,-0.000484,-0.00047025,-0.000438,-0.000445,-0.00046175,-0.0004675,-0.00047975,-0.0004885,-0.0004465,-0.000447,-0.0004445,-0.0004435,-0.00050025,-0.000508,-0.0005105,-0.00050725,-0.00047575,-0.00047975,-0.00049025,-0.00049775,-0.00052925,-0.0005105,-0.0005035,-0.0005065,-0.00050225,-0.00052525,-0.0005385,-0.0005475,-0.00056725,-0.00059175,-0.000613,-0.00063075,-0.00062275,-0.0006185,-0.00060725,-0.00059925,-0.000614,-0.000603,-0.000592,-0.00059575,-0.0005635,-0.0005465,-0.00054675,-0.0005185,-0.00051175,-0.000505,-0.0004975,-0.00049,-0.00049625,-0.00049725,-0.00050025,-0.000491,-0.00049975,-0.00050575,-0.000468,-0.0004725,-0.00047125,-0.0004315,-0.0004385,-0.0003745,-0.000307,-0.00027,-0.00025175,-0.00028925,-0.000268,-0.0002315,-0.00016425,-0.00011725,-0.00012425,-0.0001575,-0.0001885,-0.00018825,-0.00017775,-0.0001795,-0.00018025,-0.00019025,-0.0001925,-0.00014875,-0.00013325,-0.00010925,-0.00010175,-0.00012275,3
-0.00347025,-0.003569,-0.00352475,-0.0034985,-0.0034625,-0.0034145,-0.003417,-0.00335925,-0.00327575,-0.00323125,-0.00321375,-0.003321,-0.00344825,-0.00346325,-0.00340475,-0.003308,-0.00314975,-0.003004,-0.00290725,-0.002787,-0.00267225,-0.00265325,-0.002601,-0.00255475,-0.0025605,-0.002469,-0.00235325,-0.002314,-0.002226,-0.00220025,-0.002226,-0.00221675,-0.0022435,-0.0022615,-0.00228125,-0.002299,-0.00232825,-0.002377,-0.00237775,-0.00243475,-0.00246725,-0.00248975,-0.0025035,-0.00248125,-0.002463,-0.002414,-0.00240675,-0.002352,-0.00227625,-0.00223175,-0.00215775,-0.00209675,-0.0020765,-0.00200675,-0.0018995,-0.001825,-0.00174,-0.00170725,-0.00168325,-0.001641,-0.00162125,-0.0015375,-0.00149025,-0.00144625,-0.0013625,-0.0013445,-0.00132625,-0.0012845,-0.00126275,-0.00126225,-0.001235,-0.00122525,-0.00122725,-0.00117,-0.001148,-0.001158,-0.001141,-0.00118875,-0.00118025,-0.00115375,-0.0011235,-0.00108025,-0.00103375,-0.00096625,-0.00091,-0.00085075,-0.0008475,-0.0008255,-0.00080575,-0.000774,-0.00070775,-0.000652,-0.00061275,-0.000571,-0.00056825,-0.00057025,-0.000559,-0.0005565,-0.00055775,-0.00056775,-0.0005735,-0.00057825,-0.00056725,-0.0005495,-0.00055025,-0.00055375,-0.000562,-0.00056575,-0.0005645,-0.0005445,-0.000539,-0.00053925,-0.00052025,-0.00052825,-0.0005115,-0.000523,-0.00056025,-0.000598,-0.0006115,-0.0005965,-0.00058025,-0.0005465,-0.00054875,-0.00056675,-0.00057175,-0.00057925,-0.00058825,-0.00054675,-0.000546,-0.00054525,-0.00054975,-0.0006045,-0.00061375,-0.00062025,-0.0006185,-0.00058475,-0.00058975,-0.000602,-0.00060575,-0.0006405,-0.0006255,-0.00061875,-0.00062525,-0.00061775,-0.00064,-0.00064675,-0.000647,-0.00066925,-0.0006945,-0.000727,-0.000762,-0.0007615,-0.00076225,-0.000749,-0.0007385,-0.000752,-0.000742,-0.00073175,-0.000729,-0.000698,-0.00067975,-0.000682,-0.000656,-0.0006505,-0.000642,-0.00063,-0.00061525,-0.00061975,-0.00061775,-0.00061975,-0.000612,-0.00061425,-0.00061575,-0.00057675,-0.00057925,-0.00057175,-0.0005275,-0.00052525,-0.00045625,-0.0003835,-0.0003445,-0.000325,-0.0003595,-0.0003375,-0.00029925,-0.0002315,-0.0001805,-0.00018125,-0.00020775,-0.00023375,-0.000237,-0.000223,-0.00021925,-0.000216,-0.0002185,-0.000222,-0.00017875,-0.0001595,-0.00013025,-0.00011825,-0.00013675,4
-0.0044645,-0.004549,-0.00448625,-0.00445125,-0.00439425,-0.0043355,-0.0043265,-0.004237,-0.004148,-0.0040975,-0.00405675,-0.004147,-0.00425225,-0.00426525,-0.00421075,-0.00411125,-0.00393375,-0.00375725,-0.00363975,-0.0035145,-0.0033885,-0.0033505,-0.0032865,-0.003218,-0.0032155,-0.00313325,-0.0030235,-0.00298275,-0.00289,-0.00285025,-0.002857,-0.0028425,-0.002876,-0.0028875,-0.00289775,-0.002911,-0.0029245,-0.002964,-0.0029685,-0.00302175,-0.00305575,-0.00307775,-0.0030855,-0.00305875,-0.003037,-0.00299125,-0.002978,-0.00291525,-0.00283625,-0.00277675,-0.00268525,-0.002602,-0.0025615,-0.00246825,-0.00235,-0.0022565,-0.00215075,-0.00210875,-0.002071,-0.00201675,-0.00199025,-0.0018945,-0.00183925,-0.00179175,-0.00169525,-0.0016615,-0.001628,-0.001567,-0.001537,-0.001532,-0.00150425,-0.00149625,-0.00148525,-0.00142175,-0.001387,-0.001383,-0.00136175,-0.0014035,-0.001395,-0.00137025,-0.0013395,-0.00128225,-0.00122375,-0.001147,-0.00108325,-0.0010285,-0.00102375,-0.001006,-0.00098225,-0.00094625,-0.000874,-0.0008135,-0.0007735,-0.00072675,-0.00072525,-0.000727,-0.000717,-0.000715,-0.000713,-0.00071375,-0.000716,-0.00072125,-0.00071825,-0.000708,-0.0007125,-0.000717,-0.0007215,-0.00072225,-0.000717,-0.00069625,-0.0006915,-0.00069075,-0.00067325,-0.00068225,-0.0006615,-0.00067525,-0.00071425,-0.000749,-0.00076,-0.00073925,-0.00071475,-0.00068075,-0.00068125,-0.00069625,-0.00069925,-0.000707,-0.0007145,-0.00067475,-0.0006725,-0.0006625,-0.000664,-0.000715,-0.00072925,-0.0007395,-0.00073975,-0.00071425,-0.0007165,-0.00072925,-0.00073625,-0.000769,-0.0007505,-0.00073975,-0.0007455,-0.00073775,-0.0007655,-0.00078225,-0.00078975,-0.00081575,-0.00084325,-0.000872,-0.00090275,-0.00090175,-0.000906,-0.00090225,-0.00089675,-0.00090775,-0.00089125,-0.00087125,-0.00086325,-0.00083625,-0.0008235,-0.00082775,-0.00079575,-0.00078125,-0.00076475,-0.0007495,-0.0007355,-0.000742,-0.00074425,-0.0007465,-0.0007425,-0.0007435,-0.00073875,-0.00069275,-0.00068675,-0.00066625,-0.00061675,-0.00060525,-0.00053125,-0.000459,-0.0004175,-0.00039825,-0.00042725,-0.00040325,-0.000357,-0.00028275,-0.00022825,-0.00022525,-0.00024725,-0.00027525,-0.00027575,-0.000259,-0.0002555,-0.0002505,-0.00025,-0.00024675,-0.000204,-0.0001795,-0.0001495,-0.00014125,-0.000158,5
-0.00698225,-0.0070015,-0.00684475,-0.006699,-0.006532,-0.00638725,-0.0063325,-0.00621425,-0.00607475,-0.0059665,-0.005852,-0.0059045,-0.00600725,-0.00601125,-0.005979,-0.0058905,-0.00572475,-0.005571,-0.0054775,-0.00536325,-0.00525525,-0.00522275,-0.00516125,-0.005109,-0.00510625,-0.005034,-0.0049115,-0.0048555,-0.00474875,-0.00467525,-0.00465275,-0.004595,-0.004575,-0.0045365,-0.00449375,-0.0044555,-0.00441175,-0.0044015,-0.00435475,-0.0043685,-0.00437075,-0.0043645,-0.0043465,-0.00428825,-0.00423675,-0.00415225,-0.00410575,-0.00400875,-0.003905,-0.00382625,-0.003714,-0.00361675,-0.00355175,-0.00343975,-0.00329675,-0.00318025,-0.00304575,-0.002973,-0.0029165,-0.0028415,-0.00279575,-0.00268325,-0.00260275,-0.002528,-0.002408,-0.0023505,-0.00229675,-0.00221825,-0.00216425,-0.002135,-0.0020775,-0.0020365,-0.0020045,-0.00191725,-0.00186325,-0.001841,-0.0017975,-0.00182075,-0.00179525,-0.0017545,-0.0016975,-0.001627,-0.00156125,-0.00147625,-0.001428,-0.00138,-0.0013805,-0.0013775,-0.00136525,-0.00134125,-0.0012795,-0.00123025,-0.00120275,-0.00116925,-0.001175,-0.00118025,-0.00116625,-0.00115375,-0.0011485,-0.00114725,-0.00114625,-0.00115675,-0.0011555,-0.00114225,-0.00114475,-0.00114475,-0.00114325,-0.0011365,-0.0011225,-0.001091,-0.0010785,-0.00107175,-0.00104925,-0.0010525,-0.001026,-0.001034,-0.00106275,-0.00108625,-0.00108775,-0.0010615,-0.001035,-0.00100725,-0.00100825,-0.00101575,-0.001009,-0.0009975,-0.00098975,-0.00093775,-0.00092975,-0.00091475,-0.00091,-0.000952,-0.00095975,-0.0009665,-0.00096325,-0.00093475,-0.000928,-0.0009305,-0.00093425,-0.0009605,-0.0009365,-0.00092575,-0.000928,-0.00092475,-0.00095575,-0.0009705,-0.00097925,-0.00100325,-0.0010325,-0.001066,-0.0010935,-0.00109575,-0.00109975,-0.00109,-0.001085,-0.0010885,-0.001068,-0.00105225,-0.00104025,-0.00101475,-0.000996,-0.00099775,-0.00097,-0.00094725,-0.00092975,-0.000906,-0.00088375,-0.00089175,-0.0008885,-0.0008915,-0.0008875,-0.00089175,-0.000889,-0.00083375,-0.0008125,-0.000776,-0.00071725,-0.000696,-0.0006245,-0.000549,-0.00049475,-0.0004725,-0.00048725,-0.00045,-0.0003915,-0.00031,-0.0002565,-0.00025375,-0.00028325,-0.00031,-0.00030975,-0.00029225,-0.00028025,-0.00026475,-0.00025075,-0.0002365,-0.00019125,-0.0001695,-0.00014575,-0.000142,-0.00016175,6
-0.00796875,-0.0079675,-0.00779775,-0.00762,-0.00742325,-0.00723425,-0.00713775,-0.00697925,-0.00681225,-0.00669675,-0.0066125,-0.00668575,-0.00678525,-0.00676725,-0.00670875,-0.00660925,-0.006431,-0.0062805,-0.006167,-0.00603025,-0.0059175,-0.0058835,-0.00582175,-0.0057665,-0.00575125,-0.00567125,-0.00554675,-0.00548475,-0.00537525,-0.00528625,-0.00523975,-0.0051655,-0.00512425,-0.00508075,-0.00504075,-0.0049945,-0.00494025,-0.00490625,-0.00484025,-0.00484675,-0.00485475,-0.00484825,-0.0048375,-0.0047815,-0.004724,-0.00464175,-0.0045825,-0.004479,-0.00436725,-0.0042805,-0.0041625,-0.0040525,-0.00397425,-0.0038475,-0.00368425,-0.0035465,-0.00339525,-0.00331075,-0.0032395,-0.00315025,-0.00308875,-0.0029545,-0.0028585,-0.00276475,-0.002627,-0.00255575,-0.00249025,-0.002404,-0.00234125,-0.00229875,-0.0022295,-0.0021745,-0.00213,-0.0020265,-0.0019545,-0.00191425,-0.0018635,-0.0018875,-0.00185475,-0.00180975,-0.0017565,-0.00168525,-0.00162575,-0.0015475,-0.00149375,-0.00144675,-0.00145925,-0.0014625,-0.00145675,-0.00143625,-0.00137625,-0.00132975,-0.0013045,-0.0012765,-0.001283,-0.00128825,-0.00127425,-0.00125925,-0.0012515,-0.00125275,-0.00125425,-0.0012645,-0.00126325,-0.0012475,-0.00124775,-0.0012465,-0.001244,-0.00123425,-0.001219,-0.0011855,-0.0011705,-0.00116175,-0.00113775,-0.00113375,-0.0011005,-0.00110125,-0.00112175,-0.00114425,-0.0011455,-0.00112125,-0.0010955,-0.00106125,-0.001056,-0.00105725,-0.00104425,-0.00102775,-0.00101275,-0.000959,-0.0009475,-0.00093375,-0.00092425,-0.00097075,-0.00097875,-0.00098675,-0.00099075,-0.000955,-0.0009445,-0.000946,-0.00094625,-0.0009695,-0.00094775,-0.000939,-0.000944,-0.000945,-0.00097375,-0.000983,-0.00098425,-0.00100425,-0.00103625,-0.00107375,-0.00110625,-0.00111125,-0.00111525,-0.00110425,-0.00110075,-0.00111075,-0.0010955,-0.00108475,-0.0010835,-0.00105475,-0.00103475,-0.0010295,-0.00098325,-0.0009575,-0.00093525,-0.00091025,-0.00089375,-0.00090175,-0.00090325,-0.00090925,-0.00090375,-0.000902,-0.00089,-0.0008285,-0.00080075,-0.000769,-0.0007115,-0.0006985,-0.00063075,-0.00054825,-0.0004855,-0.000446,-0.0004505,-0.00040125,-0.00034375,-0.0002645,-0.00021325,-0.0002185,-0.00025025,-0.0002785,-0.0002705,-0.00024175,-0.0002215,-0.00019425,-0.00017725,-0.0001665,-0.000127,-0.00011825,-0.00010375,-0.0001035,-0.00011625,7
-0.0083475,-0.0083455,-0.00816625,-0.00798075,-0.00776775,-0.00757625,-0.007465,-0.00730375,-0.007143,-0.007011,-0.006925,-0.00698425,-0.00707025,-0.00707875,-0.00701625,-0.00691475,-0.00673175,-0.0065575,-0.00643425,-0.00629325,-0.00616375,-0.00610975,-0.00603375,-0.0059535,-0.0059265,-0.00582775,-0.005683,-0.00560275,-0.005473,-0.005376,-0.0053305,-0.005265,-0.005231,-0.005186,-0.005138,-0.00509275,-0.00503825,-0.00501375,-0.00496325,-0.00498075,-0.005,-0.0050115,-0.00500675,-0.004959,-0.00491325,-0.004829,-0.0047865,-0.0046845,-0.00458,-0.004494,-0.00436925,-0.004258,-0.00416675,-0.00403375,-0.00386775,-0.0037275,-0.0035865,-0.0035005,-0.00341925,-0.0033155,-0.00323525,-0.00308975,-0.002987,-0.002886,-0.00274125,-0.0026645,-0.0025845,-0.00248625,-0.0024195,-0.002374,-0.002302,-0.00225025,-0.0021915,-0.002075,-0.0020005,-0.0019535,-0.001897,-0.001918,-0.00188475,-0.00184925,-0.00181025,-0.0017505,-0.0016955,-0.00160825,-0.00154575,-0.00149125,-0.001504,-0.001511,-0.001505,-0.00149275,-0.001433,-0.0013895,-0.00137325,-0.00134125,-0.00134475,-0.00134925,-0.00133225,-0.0013155,-0.001308,-0.0013035,-0.00130475,-0.001313,-0.0013115,-0.0012995,-0.00130125,-0.00130425,-0.00129725,-0.0012835,-0.00126525,-0.00122825,-0.00121725,-0.00120725,-0.0011765,-0.00116925,-0.001132,-0.00113575,-0.0011615,-0.0011885,-0.0011905,-0.00116225,-0.00113375,-0.0010975,-0.00108775,-0.001086,-0.001076,-0.0010595,-0.0010445,-0.00099,-0.00096825,-0.00095075,-0.0009405,-0.00098,-0.000992,-0.00099625,-0.00100325,-0.0009725,-0.0009645,-0.00096625,-0.00096475,-0.00099725,-0.000976,-0.0009665,-0.00096825,-0.000962,-0.00098975,-0.00100525,-0.00100825,-0.00102975,-0.00106825,-0.00110675,-0.00114725,-0.0011555,-0.00115825,-0.0011555,-0.0011485,-0.0011625,-0.0011485,-0.001132,-0.001131,-0.001097,-0.001073,-0.00106775,-0.001023,-0.00099575,-0.00097325,-0.0009495,-0.00093725,-0.0009475,-0.00095075,-0.00095275,-0.00094075,-0.00093275,-0.0009125,-0.00085425,-0.00082675,-0.000802,-0.0007505,-0.000733,-0.000658,-0.000563,-0.00049375,-0.000453,-0.00045375,-0.000407,-0.00035,-0.00026875,-0.000225,-0.00023175,-0.00025875,-0.00027775,-0.0002545,-0.00021825,-0.000196,-0.000173,-0.0001625,-0.00015775,-0.00012325,-0.00011325,-0.0000955,-0.00008225,-0.0000835,8
-0.00851675,-0.00852625,-0.0083325,-0.00813675,-0.007914,-0.007708,-0.007621,-0.0074735,-0.00731575,-0.00719825,-0.007092,-0.00713875,-0.0072135,-0.00720425,-0.0071465,-0.00705,-0.006871,-0.0066855,-0.00654325,-0.00637975,-0.00622475,-0.00614475,-0.0060425,-0.00593675,-0.00589075,-0.005776,-0.00561575,-0.0055165,-0.00538675,-0.0052935,-0.005253,-0.0051955,-0.00515775,-0.005104,-0.00505225,-0.005004,-0.00495225,-0.00493975,-0.0049,-0.00493525,-0.004971,-0.005001,-0.00501575,-0.00498225,-0.004949,-0.00487925,-0.004852,-0.0047695,-0.00467825,-0.004602,-0.004495,-0.004403,-0.00433275,-0.004209,-0.00404375,-0.00390175,-0.00375575,-0.00367425,-0.0035925,-0.0034885,-0.003399,-0.00324125,-0.00312425,-0.0030075,-0.00285125,-0.002759,-0.002664,-0.00255225,-0.00247425,-0.002419,-0.00234,-0.00228175,-0.00222025,-0.0021045,-0.00202975,-0.00198125,-0.00192325,-0.00194075,-0.00190375,-0.00186325,-0.00181975,-0.0017635,-0.001714,-0.00164275,-0.00159925,-0.0015565,-0.001574,-0.00157975,-0.0015815,-0.00157925,-0.00153625,-0.00150275,-0.00148775,-0.00145425,-0.001461,-0.001468,-0.00145225,-0.00143725,-0.00142775,-0.0014195,-0.00141425,-0.001422,-0.0014195,-0.0014085,-0.0014125,-0.0014155,-0.00140725,-0.00139525,-0.00137775,-0.00133975,-0.0013215,-0.00130425,-0.0012695,-0.0012575,-0.00121925,-0.00122,-0.0012425,-0.00127,-0.001275,-0.00125025,-0.00121875,-0.00118075,-0.001168,-0.001164,-0.00115,-0.001128,-0.001112,-0.0010555,-0.001036,-0.001018,-0.001006,-0.00104475,-0.00105675,-0.0010605,-0.0010635,-0.00103875,-0.0010355,-0.00104375,-0.00104625,-0.001077,-0.00105775,-0.0010465,-0.00104725,-0.00103425,-0.00105475,-0.00106925,-0.00107625,-0.00110525,-0.00114875,-0.001187,-0.001222,-0.0012335,-0.0012415,-0.001248,-0.001254,-0.0012665,-0.001257,-0.00123875,-0.00122975,-0.0011945,-0.0011645,-0.00115275,-0.00110625,-0.00108125,-0.0010555,-0.00103775,-0.0010255,-0.00103075,-0.00103025,-0.00102325,-0.0010115,-0.00100475,-0.0009945,-0.000946,-0.00092075,-0.0008935,-0.000831,-0.00079825,-0.00071525,-0.000621,-0.0005525,-0.00050975,-0.000509,-0.000458,-0.00039475,-0.00030975,-0.0002575,-0.000251,-0.00026825,-0.00028325,-0.0002585,-0.00022225,-0.00020425,-0.00018825,-0.00018375,-0.00018325,-0.00014475,-0.00012825,-0.000102,-0.000086,-0.00008375,9
